ODINO,MFR_NAME,COMPONENT,VEHICLE_MODEL_YEAR,MAKE,MODEL,CDESCR,CRASH,FIRE,INJURED,DEATHS,DATEA,document_id,document_type,sensitivity_level,DATA_SOURCE
11500174,Meridian Vehicle Systems,SEAT BELTS,2016,Meridian,Crossline,The owner of a 2016 Meridian Crossline reported owner reported reduced confidence during highway operation. The concern involved seat belts and may relate to the second-row buckle anchor may not meet retention specifications.,N,N,0,0,08/15/2025,complaint-11500174,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500175,Northstar Mobility LLC,TIRES,2023,Northstar,Trail LX,The owner of a 2023 Northstar Trail LX reported warning lamp illuminated while driving. The concern involved tires and may relate to the tire placard may show an incorrect cold inflation pressure.,N,N,0,0,05/25/2025,complaint-11500175,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500176,Meridian Vehicle Systems,SEAT BELTS,2020,Meridian,Crossline,The owner of a 2020 Meridian Crossline reported intermittent warning appeared during cold start. The concern involved seat belts and may relate to the second-row buckle anchor may not meet retention specifications.,N,N,0,0,05/12/2025,complaint-11500176,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500177,Orion Automotive Group,SUSPENSION,2023,Orion,Metro EV,The owner of a 2023 Orion Metro EV reported dealer could not duplicate the concern on the first visit. The concern involved suspension and may relate to front lower control arm bushings may crack prematurely.,N,N,0,0,06/03/2025,complaint-11500177,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500178,Apex Motor Works,AIR BAGS,2018,Apex,Summit,The owner of a 2018 Apex Summit reported condition occurred twice within the same month. The concern involved air bags and may relate to the air bag control module may intermittently lose communication.,N,N,0,0,10/13/2025,complaint-11500178,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500179,Northstar Mobility LLC,"SERVICE BRAKES, HYDRAULIC",2018,Northstar,Trail LX,"The owner of a 2018 Northstar Trail LX reported owner reported reduced confidence during highway operation. The concern involved service brakes, hydraulic and may relate to the brake actuator may report incorrect pressure under repeated stop-and-go operation.",N,N,0,0,03/12/2025,complaint-11500179,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500180,Continental Passenger Vehicles,POWER TRAIN,2017,CPV,Ranger,The owner of a 2017 CPV Ranger reported warning lamp illuminated while driving. The concern involved power train and may relate to a transmission park pawl calibration error may allow vehicle movement.,N,N,0,0,12/02/2025,complaint-11500180,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500181,Northstar Mobility LLC,"FUEL SYSTEM, GASOLINE",2018,Northstar,Trail LX,"The owner of a 2018 Northstar Trail LX reported intermittent warning appeared during cold start. The concern involved fuel system, gasoline and may relate to a fuel line quick connector may not be fully seated.",N,N,0,0,06/10/2025,complaint-11500181,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500182,Northstar Mobility LLC,ELECTRICAL SYSTEM,2021,Northstar,Trail LX,The owner of a 2021 Northstar Trail LX reported dealer could not duplicate the concern on the first visit. The concern involved electrical system and may relate to a body control module software fault may reset the instrument cluster.,N,N,0,0,03/22/2025,complaint-11500182,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500183,Northstar Mobility LLC,"FUEL SYSTEM, GASOLINE",2020,Northstar,Trail LX,"The owner of a 2020 Northstar Trail LX reported condition occurred twice within the same month. The concern involved fuel system, gasoline and may relate to a fuel line quick connector may not be fully seated.",N,N,0,0,01/06/2025,complaint-11500183,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500184,Apex Motor Works,STEERING,2023,Apex,Summit,The owner of a 2023 Apex Summit reported owner reported reduced confidence during highway operation. The concern involved steering and may relate to the steering intermediate shaft fastener may have been under-torqued.,N,N,0,0,05/05/2025,complaint-11500184,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500185,Apex Motor Works,STEERING,2022,Apex,Summit,The owner of a 2022 Apex Summit reported warning lamp illuminated while driving. The concern involved steering and may relate to the steering intermediate shaft fastener may have been under-torqued.,N,N,0,0,11/28/2025,complaint-11500185,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500186,Apex Motor Works,SUSPENSION,2016,Apex,Summit,The owner of a 2016 Apex Summit reported intermittent warning appeared during cold start. The concern involved suspension and may relate to front lower control arm bushings may crack prematurely.,N,N,0,0,12/04/2025,complaint-11500186,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500187,Apex Motor Works,"SERVICE BRAKES, HYDRAULIC",2019,Apex,Summit,"The owner of a 2019 Apex Summit reported dealer could not duplicate the concern on the first visit. The concern involved service brakes, hydraulic and may relate to the brake actuator may report incorrect pressure under repeated stop-and-go operation.",N,N,0,0,01/16/2025,complaint-11500187,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500188,Helio Motors Inc.,"SERVICE BRAKES, HYDRAULIC",2016,Helio,Voltiva,"The owner of a 2016 Helio Voltiva reported condition occurred twice within the same month. The concern involved service brakes, hydraulic and may relate to the brake actuator may report incorrect pressure under repeated stop-and-go operation.",N,N,0,0,06/12/2025,complaint-11500188,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500189,Meridian Vehicle Systems,POWER TRAIN,2015,Meridian,Crossline,The owner of a 2015 Meridian Crossline reported owner reported reduced confidence during highway operation. The concern involved power train and may relate to a transmission park pawl calibration error may allow vehicle movement.,N,N,0,0,12/17/2025,complaint-11500189,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500190,Apex Motor Works,AIR BAGS,2015,Apex,Summit,The owner of a 2015 Apex Summit reported warning lamp illuminated while driving. The concern involved air bags and may relate to the air bag control module may intermittently lose communication.,N,N,0,0,12/14/2025,complaint-11500190,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500191,Helio Motors Inc.,POWER TRAIN,2016,Helio,Voltiva,The owner of a 2016 Helio Voltiva reported intermittent warning appeared during cold start. The concern involved power train and may relate to a transmission park pawl calibration error may allow vehicle movement.,N,N,0,0,09/01/2025,complaint-11500191,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500192,Apex Motor Works,STEERING,2023,Apex,Summit,The owner of a 2023 Apex Summit reported dealer could not duplicate the concern on the first visit. The concern involved steering and may relate to the steering intermediate shaft fastener may have been under-torqued.,N,N,0,0,11/11/2025,complaint-11500192,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500193,Riverton Truck Co.,SEAT BELTS,2017,Riverton,Hauler,The owner of a 2017 Riverton Hauler reported condition occurred twice within the same month. The concern involved seat belts and may relate to the second-row buckle anchor may not meet retention specifications.,N,N,0,0,11/18/2025,complaint-11500193,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500194,Cobalt Auto Corporation,AIR BAGS,2018,Cobalt,Vista,The owner of a 2018 Cobalt Vista reported owner reported reduced confidence during highway operation. The concern involved air bags and may relate to the air bag control module may intermittently lose communication.,N,N,0,0,12/22/2025,complaint-11500194,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500195,Orion Automotive Group,POWER TRAIN,2016,Orion,Metro EV,The owner of a 2016 Orion Metro EV reported warning lamp illuminated while driving. The concern involved power train and may relate to a transmission park pawl calibration error may allow vehicle movement.,N,N,0,0,05/18/2025,complaint-11500195,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500196,Continental Passenger Vehicles,POWER TRAIN,2018,CPV,Ranger,The owner of a 2018 CPV Ranger reported intermittent warning appeared during cold start. The concern involved power train and may relate to a transmission park pawl calibration error may allow vehicle movement.,N,N,0,0,06/21/2025,complaint-11500196,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500197,Helio Motors Inc.,"SERVICE BRAKES, HYDRAULIC",2016,Helio,Voltiva,"The owner of a 2016 Helio Voltiva reported dealer could not duplicate the concern on the first visit. The concern involved service brakes, hydraulic and may relate to the brake actuator may report incorrect pressure under repeated stop-and-go operation.",N,N,0,0,04/13/2025,complaint-11500197,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500198,Orion Automotive Group,TIRES,2018,Orion,Metro EV,The owner of a 2018 Orion Metro EV reported condition occurred twice within the same month. The concern involved tires and may relate to the tire placard may show an incorrect cold inflation pressure.,N,N,0,0,11/28/2025,complaint-11500198,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500199,Cobalt Auto Corporation,ELECTRICAL SYSTEM,2015,Cobalt,Vista,The owner of a 2015 Cobalt Vista reported owner reported reduced confidence during highway operation. The concern involved electrical system and may relate to a body control module software fault may reset the instrument cluster.,N,N,0,0,11/24/2025,complaint-11500199,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
